complex_id	complex_name	protein_id
DECOY_5604	DECOY_Emerin complex 1	Q4LE39
DECOY_5604	DECOY_Emerin complex 1	P62304
DECOY_5604	DECOY_Emerin complex 1	Q96L91
DECOY_5604	DECOY_Emerin complex 1	P03372
DECOY_5604	DECOY_Emerin complex 1	Q13616
DECOY_5604	DECOY_Emerin complex 1	P05106
DECOY_5606	DECOY_Emerin-actin-NMI-(alphaII)spectrin complex	Q9Y6M9
DECOY_5606	DECOY_Emerin-actin-NMI-(alphaII)spectrin complex	Q92769
DECOY_5606	DECOY_Emerin-actin-NMI-(alphaII)spectrin complex	Q15653
DECOY_5606	DECOY_Emerin-actin-NMI-(alphaII)spectrin complex	P32780
DECOY_5607	DECOY_Emerin-actin-NMI complex	P49916
DECOY_5607	DECOY_Emerin-actin-NMI complex	Q8NBZ0
DECOY_5607	DECOY_Emerin-actin-NMI complex	Q6P2Q9
DECOY_5608	DECOY_Emerin architectural complex	P18124
DECOY_5608	DECOY_Emerin architectural complex	P03886
DECOY_5608	DECOY_Emerin architectural complex	P61353
DECOY_5608	DECOY_Emerin architectural complex	P20042
DECOY_5608	DECOY_Emerin architectural complex	Q969G3
DECOY_5608	DECOY_Emerin architectural complex	Q16514
DECOY_5609	DECOY_Emerin regulatory complex	Q13620
DECOY_5609	DECOY_Emerin regulatory complex	Q9Y5B9
DECOY_5609	DECOY_Emerin regulatory complex	O60264
DECOY_5609	DECOY_Emerin regulatory complex	Q08999
DECOY_5609	DECOY_Emerin regulatory complex	O75940
DECOY_5609	DECOY_Emerin regulatory complex	Q9Y6K9
DECOY_5609	DECOY_Emerin regulatory complex	Q15554
DECOY_5609	DECOY_Emerin regulatory complex	P38398
DECOY_5609	DECOY_Emerin regulatory complex	P84098
DECOY_561	DECOY_LSm1-7 complex	Q15542
DECOY_561	DECOY_LSm1-7 complex	O60244
DECOY_561	DECOY_LSm1-7 complex	O15379
DECOY_561	DECOY_LSm1-7 complex	Q99417
DECOY_561	DECOY_LSm1-7 complex	Q9ULK4
DECOY_561	DECOY_LSm1-7 complex	Q13547
DECOY_561	DECOY_LSm1-7 complex	P46100
DECOY_5611	DECOY_Emerin complex 24	P26583
DECOY_5611	DECOY_Emerin complex 24	O15169
DECOY_5611	DECOY_Emerin complex 24	Q6I9Y2
DECOY_5611	DECOY_Emerin complex 24	Q12905
DECOY_5611	DECOY_Emerin complex 24	Q15022
DECOY_5611	DECOY_Emerin complex 24	Q13363
DECOY_5611	DECOY_Emerin complex 24	Q13868
DECOY_5611	DECOY_Emerin complex 24	P28340
DECOY_5611	DECOY_Emerin complex 24	P11802
DECOY_5611	DECOY_Emerin complex 24	Q8N257
DECOY_5611	DECOY_Emerin complex 24	Q15648
DECOY_5611	DECOY_Emerin complex 24	P63165
DECOY_5611	DECOY_Emerin complex 24	Q9UL03
DECOY_5611	DECOY_Emerin complex 24	Q96GM5
DECOY_5611	DECOY_Emerin complex 24	P46779
DECOY_5613	DECOY_Emerin complex 25	Q12933
DECOY_5613	DECOY_Emerin complex 25	P54274
DECOY_5613	DECOY_Emerin complex 25	Q92878
DECOY_5613	DECOY_Emerin complex 25	Q12824
DECOY_5613	DECOY_Emerin complex 25	P10155
DECOY_5613	DECOY_Emerin complex 25	P62258
DECOY_5613	DECOY_Emerin complex 25	Q04206
DECOY_5613	DECOY_Emerin complex 25	Q8IYD8
DECOY_5613	DECOY_Emerin complex 25	P25398
DECOY_5613	DECOY_Emerin complex 25	Q16594
DECOY_5613	DECOY_Emerin complex 25	P24539
DECOY_5613	DECOY_Emerin complex 25	O60925
DECOY_5613	DECOY_Emerin complex 25	P41182
DECOY_5613	DECOY_Emerin complex 25	P49959
DECOY_5613	DECOY_Emerin complex 25	P05388
DECOY_5613	DECOY_Emerin complex 25	P49848
DECOY_5614	DECOY_Emerin complex 32	O75843
DECOY_5614	DECOY_Emerin complex 32	P14635
DECOY_5614	DECOY_Emerin complex 32	Q12824
DECOY_5614	DECOY_Emerin complex 32	Q13547
DECOY_5614	DECOY_Emerin complex 32	Q04864
DECOY_5614	DECOY_Emerin complex 32	Q9BT40
DECOY_5614	DECOY_Emerin complex 32	P18124
DECOY_5614	DECOY_Emerin complex 32	Q9Y265
DECOY_5614	DECOY_Emerin complex 32	P40937
DECOY_5614	DECOY_Emerin complex 32	O75486
DECOY_5614	DECOY_Emerin complex 32	Q9UBL3
DECOY_5614	DECOY_Emerin complex 32	P46531
DECOY_5614	DECOY_Emerin complex 32	P08588
DECOY_5614	DECOY_Emerin complex 32	Q8NFZ5
DECOY_5614	DECOY_Emerin complex 32	Q8TAQ2
DECOY_5614	DECOY_Emerin complex 32	P50750
DECOY_5614	DECOY_Emerin complex 32	P62805
DECOY_5614	DECOY_Emerin complex 32	P62750
DECOY_5614	DECOY_Emerin complex 32	Q96BD5
DECOY_5614	DECOY_Emerin complex 32	P63208
DECOY_5614	DECOY_Emerin complex 32	Q04206
DECOY_5614	DECOY_Emerin complex 32	P62873
DECOY_5615	DECOY_Emerin complex 52	P62244
DECOY_5615	DECOY_Emerin complex 52	Q15648
DECOY_5615	DECOY_Emerin complex 52	Q8WYQ5
DECOY_5615	DECOY_Emerin complex 52	Q16531
DECOY_5615	DECOY_Emerin complex 52	P62304
DECOY_5615	DECOY_Emerin complex 52	Q92522
DECOY_5615	DECOY_Emerin complex 52	P29353
DECOY_5615	DECOY_Emerin complex 52	Q9UNL4
DECOY_5615	DECOY_Emerin complex 52	Q92922
DECOY_5615	DECOY_Emerin complex 52	Q99996
DECOY_5615	DECOY_Emerin complex 52	Q16584
DECOY_5615	DECOY_Emerin complex 52	Q9UJX3
DECOY_5615	DECOY_Emerin complex 52	Q00653
DECOY_5615	DECOY_Emerin complex 52	P43246
DECOY_5615	DECOY_Emerin complex 52	O95831
DECOY_5615	DECOY_Emerin complex 52	P20248
DECOY_5615	DECOY_Emerin complex 52	P04637
DECOY_5615	DECOY_Emerin complex 52	Q8IYD8
DECOY_5615	DECOY_Emerin complex 52	P61968
DECOY_5615	DECOY_Emerin complex 52	P24928
DECOY_5615	DECOY_Emerin complex 52	O95163
DECOY_5615	DECOY_Emerin complex 52	Q9H840
DECOY_5615	DECOY_Emerin complex 52	O14893
DECOY_562	DECOY_LSm2-8 complex	Q9NXR8
DECOY_562	DECOY_LSm2-8 complex	Q92769
DECOY_562	DECOY_LSm2-8 complex	P08648
DECOY_562	DECOY_LSm2-8 complex	P20248
DECOY_562	DECOY_LSm2-8 complex	P51946
DECOY_562	DECOY_LSm2-8 complex	P49768
DECOY_562	DECOY_LSm2-8 complex	Q07864
DECOY_5622	DECOY_HSP90-CIP1-FKBPL complex	Q13185
DECOY_5622	DECOY_HSP90-CIP1-FKBPL complex	Q93034
DECOY_5622	DECOY_HSP90-CIP1-FKBPL complex	Q9ULZ2
DECOY_563	DECOY_F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	P49959
DECOY_563	DECOY_F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	O75821
DECOY_563	DECOY_F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	Q00653
DECOY_563	DECOY_F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	P30279
DECOY_563	DECOY_F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	O15116
DECOY_563	DECOY_F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	O15392
DECOY_563	DECOY_F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	Q8N668
DECOY_563	DECOY_F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	P42575
DECOY_563	DECOY_F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	P61201
DECOY_563	DECOY_F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	Q9H9F9
DECOY_563	DECOY_F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	Q99638
DECOY_563	DECOY_F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	P20618
DECOY_563	DECOY_F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	O00505
DECOY_563	DECOY_F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	P49336
DECOY_563	DECOY_F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	O43513
DECOY_563	DECOY_F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	Q08722
DECOY_564-1	DECOY_BAF complex-1	Q9UP83
DECOY_564-1	DECOY_BAF complex-1	Q15291
DECOY_564-1	DECOY_BAF complex-1	Q13547
DECOY_564-1	DECOY_BAF complex-1	P63104
DECOY_564-1	DECOY_BAF complex-1	O75446
DECOY_564-1	DECOY_BAF complex-1	P23396
DECOY_564-1	DECOY_BAF complex-1	Q9UBC0
DECOY_564-1	DECOY_BAF complex-1	P42336
DECOY_564-2	DECOY_BAF complex-2	Q99996
DECOY_564-2	DECOY_BAF complex-2	O15287
DECOY_564-2	DECOY_BAF complex-2	P63098
DECOY_564-2	DECOY_BAF complex-2	Q9UBQ0
DECOY_564-2	DECOY_BAF complex-2	Q13485
DECOY_564-2	DECOY_BAF complex-2	P49642
DECOY_564-2	DECOY_BAF complex-2	Q15369
DECOY_564-2	DECOY_BAF complex-2	P09874
DECOY_564-3	DECOY_BAF complex-3	P18887
DECOY_564-3	DECOY_BAF complex-3	Q06330
DECOY_564-3	DECOY_BAF complex-3	Q86W42
DECOY_564-3	DECOY_BAF complex-3	Q13503
DECOY_564-3	DECOY_BAF complex-3	P62280
DECOY_564-3	DECOY_BAF complex-3	Q13416
DECOY_564-3	DECOY_BAF complex-3	Q12824
DECOY_564-3	DECOY_BAF complex-3	Q9UHV7
DECOY_564-4	DECOY_BAF complex-4	P62304
DECOY_564-4	DECOY_BAF complex-4	P51531
DECOY_564-4	DECOY_BAF complex-4	Q8WVC0
DECOY_564-4	DECOY_BAF complex-4	P62995
DECOY_564-4	DECOY_BAF complex-4	P36873
DECOY_564-4	DECOY_BAF complex-4	P20226
DECOY_564-4	DECOY_BAF complex-4	P84243
DECOY_564-4	DECOY_BAF complex-4	Q9UBK2
DECOY_564-5	DECOY_BAF complex-5	P61586
DECOY_564-5	DECOY_BAF complex-5	Q16514
DECOY_564-5	DECOY_BAF complex-5	Q14160
DECOY_564-5	DECOY_BAF complex-5	P12956
DECOY_564-5	DECOY_BAF complex-5	P12004
DECOY_564-5	DECOY_BAF complex-5	P35249
DECOY_564-5	DECOY_BAF complex-5	P01374
DECOY_564-5	DECOY_BAF complex-5	Q8NI27
DECOY_564-6	DECOY_BAF complex-6	Q8TAQ2
DECOY_564-6	DECOY_BAF complex-6	Q92905
DECOY_564-6	DECOY_BAF complex-6	Q92878
DECOY_564-6	DECOY_BAF complex-6	Q12873
DECOY_564-6	DECOY_BAF complex-6	O43513
DECOY_564-6	DECOY_BAF complex-6	P49961
DECOY_564-6	DECOY_BAF complex-6	P35251
DECOY_564-6	DECOY_BAF complex-6	P05106
DECOY_5641	DECOY_PSD95-FYN-NR2A complex	O94906
DECOY_5641	DECOY_PSD95-FYN-NR2A complex	P05412
DECOY_5641	DECOY_PSD95-FYN-NR2A complex	Q99962
DECOY_5642	DECOY_Securin-separase complex	O95832
DECOY_5642	DECOY_Securin-separase complex	Q9BQE3
DECOY_5643	DECOY_ESPL1-CDC2 complex	Q04727
DECOY_5643	DECOY_ESPL1-CDC2 complex	O14656
DECOY_5646	DECOY_FARP2-NRP1-PlexinA1 complex	P62424
DECOY_5646	DECOY_FARP2-NRP1-PlexinA1 complex	O14497
DECOY_5646	DECOY_FARP2-NRP1-PlexinA1 complex	O00422
DECOY_5647	DECOY_FARP2-NRP1-PlexinA2 complex	P51608
DECOY_5647	DECOY_FARP2-NRP1-PlexinA2 complex	P25788
DECOY_5647	DECOY_FARP2-NRP1-PlexinA2 complex	P35249
DECOY_5648	DECOY_FARP2-NRP1-PlexinA3 complex	P49715
DECOY_5648	DECOY_FARP2-NRP1-PlexinA3 complex	P02751
DECOY_5648	DECOY_FARP2-NRP1-PlexinA3 complex	Q6P1X5
DECOY_5649	DECOY_FARP2-NRP1-PlexinA4 complex	Q13547
DECOY_5649	DECOY_FARP2-NRP1-PlexinA4 complex	O75533
DECOY_5649	DECOY_FARP2-NRP1-PlexinA4 complex	Q9NYB0
DECOY_565-1	DECOY_PBAF complex (Polybromo- and BAF containing complex)-1	P52435
DECOY_565-1	DECOY_PBAF complex (Polybromo- and BAF containing complex)-1	P05556
DECOY_565-1	DECOY_PBAF complex (Polybromo- and BAF containing complex)-1	A5D8V6
DECOY_565-1	DECOY_PBAF complex (Polybromo- and BAF containing complex)-1	P05556
DECOY_565-1	DECOY_PBAF complex (Polybromo- and BAF containing complex)-1	Q16543
DECOY_565-1	DECOY_PBAF complex (Polybromo- and BAF containing complex)-1	P62258
DECOY_565-1	DECOY_PBAF complex (Polybromo- and BAF containing complex)-1	P00533
DECOY_565-1	DECOY_PBAF complex (Polybromo- and BAF containing complex)-1	Q00653
DECOY_565-1	DECOY_PBAF complex (Polybromo- and BAF containing complex)-1	P24928
DECOY_565-2	DECOY_PBAF complex (Polybromo- and BAF containing complex)-2	O43913
DECOY_565-2	DECOY_PBAF complex (Polybromo- and BAF containing complex)-2	Q15696
DECOY_565-2	DECOY_PBAF complex (Polybromo- and BAF containing complex)-2	O75446
DECOY_565-2	DECOY_PBAF complex (Polybromo- and BAF containing complex)-2	Q15542
DECOY_565-2	DECOY_PBAF complex (Polybromo- and BAF containing complex)-2	Q14192
DECOY_565-2	DECOY_PBAF complex (Polybromo- and BAF containing complex)-2	P16520
DECOY_565-2	DECOY_PBAF complex (Polybromo- and BAF containing complex)-2	P23258
DECOY_565-2	DECOY_PBAF complex (Polybromo- and BAF containing complex)-2	P61964
DECOY_565-2	DECOY_PBAF complex (Polybromo- and BAF containing complex)-2	Q13330
DECOY_565-3	DECOY_PBAF complex (Polybromo- and BAF containing complex)-3	Q9BQA1
DECOY_565-3	DECOY_PBAF complex (Polybromo- and BAF containing complex)-3	P05556
DECOY_565-3	DECOY_PBAF complex (Polybromo- and BAF containing complex)-3	Q8WYH8
DECOY_565-3	DECOY_PBAF complex (Polybromo- and BAF containing complex)-3	Q01130
DECOY_565-3	DECOY_PBAF complex (Polybromo- and BAF containing complex)-3	P06400
DECOY_565-3	DECOY_PBAF complex (Polybromo- and BAF containing complex)-3	Q9P2K3
DECOY_565-3	DECOY_PBAF complex (Polybromo- and BAF containing complex)-3	Q9NZ42
DECOY_565-3	DECOY_PBAF complex (Polybromo- and BAF containing complex)-3	Q16637
DECOY_565-3	DECOY_PBAF complex (Polybromo- and BAF containing complex)-3	P15036
DECOY_5654	DECOY_SEMA4A-PlexinD1 complex	P40937
DECOY_5654	DECOY_SEMA4A-PlexinD1 complex	P18564
DECOY_5655	DECOY_Ternary complex (LRRC7, CAMK2a, ACTN4)	P62826
DECOY_5655	DECOY_Ternary complex (LRRC7, CAMK2a, ACTN4)	Q92664
DECOY_5655	DECOY_Ternary complex (LRRC7, CAMK2a, ACTN4)	Q92620
DECOY_5656	DECOY_CEBPE-E2F1-RB1 complex	O95071
DECOY_5656	DECOY_CEBPE-E2F1-RB1 complex	Q14566
DECOY_5656	DECOY_CEBPE-E2F1-RB1 complex	Q6P2Q9
DECOY_5658	DECOY_Nrp1-PlexinD1 complex	P06400
DECOY_5658	DECOY_Nrp1-PlexinD1 complex	Q13523
DECOY_566-1	DECOY_BAF complex-1	Q13905
DECOY_566-1	DECOY_BAF complex-1	P46977
DECOY_566-1	DECOY_BAF complex-1	P03372
DECOY_566-1	DECOY_BAF complex-1	Q07021
DECOY_566-1	DECOY_BAF complex-1	P40937
DECOY_566-1	DECOY_BAF complex-1	Q15628
DECOY_566-1	DECOY_BAF complex-1	O75306
DECOY_566-1	DECOY_BAF complex-1	Q13287
DECOY_566-1	DECOY_BAF complex-1	P59768
DECOY_566-2	DECOY_BAF complex-2	P46782
DECOY_566-2	DECOY_BAF complex-2	Q9NQS7
DECOY_566-2	DECOY_BAF complex-2	P11473
DECOY_566-2	DECOY_BAF complex-2	P35250
DECOY_566-2	DECOY_BAF complex-2	Q96SB4
DECOY_566-2	DECOY_BAF complex-2	Q8IYB3
DECOY_566-2	DECOY_BAF complex-2	O15392
DECOY_566-2	DECOY_BAF complex-2	O60563
DECOY_566-2	DECOY_BAF complex-2	Q96ST3
DECOY_566-3	DECOY_BAF complex-3	P08913
DECOY_566-3	DECOY_BAF complex-3	Q12873
DECOY_566-3	DECOY_BAF complex-3	O94776
DECOY_566-3	DECOY_BAF complex-3	P62854
DECOY_566-3	DECOY_BAF complex-3	Q06330
DECOY_566-3	DECOY_BAF complex-3	P36542
DECOY_566-3	DECOY_BAF complex-3	Q13309
DECOY_566-3	DECOY_BAF complex-3	P51532
DECOY_566-3	DECOY_BAF complex-3	O14744
DECOY_5663	DECOY_TRIM27-RB1 complex	Q9Y230
DECOY_5663	DECOY_TRIM27-RB1 complex	P39023
DECOY_5683	DECOY_hRAD51C-hXRCC3 complex	Q9UBB5
DECOY_5683	DECOY_hRAD51C-hXRCC3 complex	Q9UBC3
DECOY_5684	DECOY_Membrane protein complex (DERL1, SELS, VCP)	P16104
DECOY_5684	DECOY_Membrane protein complex (DERL1, SELS, VCP)	P61201
DECOY_5684	DECOY_Membrane protein complex (DERL1, SELS, VCP)	Q9BZI7
DECOY_5685	DECOY_Membrane protein complex (VCP, UFD1L, SEC61B)	P49848
DECOY_5685	DECOY_Membrane protein complex (VCP, UFD1L, SEC61B)	P62316
DECOY_5685	DECOY_Membrane protein complex (VCP, UFD1L, SEC61B)	P62241
DECOY_5689	DECOY_SEMA6D-PlexinA1-NRP1 complex	P49736
DECOY_5689	DECOY_SEMA6D-PlexinA1-NRP1 complex	Q92552
DECOY_5689	DECOY_SEMA6D-PlexinA1-NRP1 complex	Q92769
DECOY_5691	DECOY_TALL1 homo-oligomer complex	O14497
DECOY_5694	DECOY_Nucleolar remodeling complex (NoRC complex)	P17612
DECOY_5694	DECOY_Nucleolar remodeling complex (NoRC complex)	Q6Y2X3
DECOY_5695	DECOY_TIP5-DNMT-HDAC1 complex	Q8TAQ2
DECOY_5695	DECOY_TIP5-DNMT-HDAC1 complex	Q13616
DECOY_5695	DECOY_TIP5-DNMT-HDAC1 complex	Q96J02
DECOY_5695	DECOY_TIP5-DNMT-HDAC1 complex	Q9NUX5
DECOY_5696	DECOY_VEGFA(165)-KDR-NRP1 complex	P62841
DECOY_5696	DECOY_VEGFA(165)-KDR-NRP1 complex	Q9H0E9
DECOY_5696	DECOY_VEGFA(165)-KDR-NRP1 complex	P17612
DECOY_5698	DECOY_VEGFA(165)-VEGFR2-NRP1 complex	Q93074
DECOY_5698	DECOY_VEGFA(165)-VEGFR2-NRP1 complex	Q96ST3
DECOY_5698	DECOY_VEGFA(165)-VEGFR2-NRP1 complex	P28749
DECOY_57	DECOY_HDAC4-ERK2 complex	O60934
DECOY_57	DECOY_HDAC4-ERK2 complex	Q9NVC6
DECOY_570	DECOY_p300-CBP-p270-SWI/SNF complex	P49959
DECOY_570	DECOY_p300-CBP-p270-SWI/SNF complex	O60934
DECOY_570	DECOY_p300-CBP-p270-SWI/SNF complex	P56279
DECOY_570	DECOY_p300-CBP-p270-SWI/SNF complex	O60921
DECOY_570	DECOY_p300-CBP-p270-SWI/SNF complex	P22087
DECOY_570	DECOY_p300-CBP-p270-SWI/SNF complex	Q04724
DECOY_570	DECOY_p300-CBP-p270-SWI/SNF complex	Q16514
DECOY_5701	DECOY_NRP1-VEGF(165/121) complex	Q96EZ8
DECOY_5701	DECOY_NRP1-VEGF(165/121) complex	P84022
DECOY_5709	DECOY_ArgBP2a-CBL-PTK2B complex	Q8TAQ2
DECOY_5709	DECOY_ArgBP2a-CBL-PTK2B complex	O95298
DECOY_5709	DECOY_ArgBP2a-CBL-PTK2B complex	P60709
DECOY_571	DECOY_p300-CBP-p270 complex	Q969G3
DECOY_571	DECOY_p300-CBP-p270 complex	O15169
DECOY_571	DECOY_p300-CBP-p270 complex	P25963
DECOY_5710	DECOY_PRMT2 homo-oligomer complex	Q6ZW49
DECOY_5712	DECOY_FAK-beta5 integrin complex, VEGF induced	P09012
DECOY_5712	DECOY_FAK-beta5 integrin complex, VEGF induced	Q96AP0
DECOY_5713	DECOY_SH3P2/OSTF1-CBL-SRC complex	P19447
DECOY_5713	DECOY_SH3P2/OSTF1-CBL-SRC complex	O75643
DECOY_5713	DECOY_SH3P2/OSTF1-CBL-SRC complex	Q9P0W2
DECOY_5714	DECOY_eNOS-CAV1 complex	Q9NV56
DECOY_5714	DECOY_eNOS-CAV1 complex	Q15633
DECOY_5716	DECOY_eNOS-HSP90 complex, VEGF induced	Q92616
DECOY_5716	DECOY_eNOS-HSP90 complex, VEGF induced	O60264
DECOY_5718	DECOY_eNOS-HSP90-AKT complex, VEGF induced	P49023
DECOY_5718	DECOY_eNOS-HSP90-AKT complex, VEGF induced	P16471
DECOY_5718	DECOY_eNOS-HSP90-AKT complex, VEGF induced	Q9BQE3
DECOY_5720	DECOY_CIN85-CBL complex	Q92769
DECOY_5720	DECOY_CIN85-CBL complex	P15880
DECOY_5721	DECOY_CIN85-CBL-SH3GL2 complex	Q16594
DECOY_5721	DECOY_CIN85-CBL-SH3GL2 complex	O75821
DECOY_5721	DECOY_CIN85-CBL-SH3GL2 complex	P05106
DECOY_5724	DECOY_CIN85-SH3GL3-CBL complex	P82909
DECOY_5724	DECOY_CIN85-SH3GL3-CBL complex	P61586
DECOY_5724	DECOY_CIN85-SH3GL3-CBL complex	O14497
DECOY_5727	DECOY_TBP-TAF complex	O75586
DECOY_5727	DECOY_TBP-TAF complex	Q96ST3
DECOY_5727	DECOY_TBP-TAF complex	Q12962
DECOY_5727	DECOY_TBP-TAF complex	Q9UBL3
DECOY_5730	DECOY_IKBKG homotrimer complex	Q13216
DECOY_5731	DECOY_NRP1-VEGFC complex, heparin dependent	Q9P0W2
DECOY_5731	DECOY_NRP1-VEGFC complex, heparin dependent	O00255
DECOY_5732	DECOY_NRP2-VEGFC complex	Q16576
DECOY_5732	DECOY_NRP2-VEGFC complex	Q96HR3
DECOY_5733	DECOY_NRP2-VEGFD complex, heparin dependent	P63027
DECOY_5733	DECOY_NRP2-VEGFD complex, heparin dependent	P05106
DECOY_5734	DECOY_NRP1-VEGFD complex, heparin dependent	Q13547
DECOY_5734	DECOY_NRP1-VEGFD complex, heparin dependent	P51532
DECOY_5735	DECOY_TGF-beta receptor-SMAD3 complex	P40337
DECOY_5735	DECOY_TGF-beta receptor-SMAD3 complex	Q96ST3
DECOY_5735	DECOY_TGF-beta receptor-SMAD3 complex	P12931
DECOY_5736	DECOY_Pre-initiation complex (PIC)	O15230
DECOY_5736	DECOY_Pre-initiation complex (PIC)	Q9H5N1
DECOY_5736	DECOY_Pre-initiation complex (PIC)	P62273
DECOY_5740	DECOY_NRP2-VEGFR3 complex	O95271
DECOY_5740	DECOY_NRP2-VEGFR3 complex	Q92769
DECOY_5745	DECOY_PlexinA1-NRP1 complex	Q12888
DECOY_5745	DECOY_PlexinA1-NRP1 complex	P39656
DECOY_5746	DECOY_PlexinA1-NRP1-SEMA3A complex	P06748
DECOY_5746	DECOY_PlexinA1-NRP1-SEMA3A complex	Q13158
DECOY_5746	DECOY_PlexinA1-NRP1-SEMA3A complex	P24385
DECOY_5747	DECOY_2AR-mGluR2 complex	P19447
DECOY_5747	DECOY_2AR-mGluR2 complex	Q99708
DECOY_5748	DECOY_2AR-mGluR2 complex	Q13094
DECOY_5748	DECOY_2AR-mGluR2 complex	Q15554
DECOY_5749	DECOY_MRIT complex	P35251
DECOY_5749	DECOY_MRIT complex	Q9NPF5
DECOY_5749	DECOY_MRIT complex	Q9NRI5
DECOY_575	DECOY_ABIN2-NFKB1-MAP3K8 complex	P13010
DECOY_575	DECOY_ABIN2-NFKB1-MAP3K8 complex	Q16531
DECOY_575	DECOY_ABIN2-NFKB1-MAP3K8 complex	Q04637
DECOY_5755	DECOY_SUMO1-SUA1-UBA2 complex	P30281
DECOY_5755	DECOY_SUMO1-SUA1-UBA2 complex	P12956
DECOY_5755	DECOY_SUMO1-SUA1-UBA2 complex	Q13813
DECOY_5756	DECOY_SUA1-UBA2 complex	Q13564
DECOY_5756	DECOY_SUA1-UBA2 complex	Q9NPF5
DECOY_5757	DECOY_PLXNA1-RANBPM complex	Q99523
DECOY_5757	DECOY_PLXNA1-RANBPM complex	Q9Y570
DECOY_5758	DECOY_PLXNA2-RANBPM complex	Q9UQ35
DECOY_5758	DECOY_PLXNA2-RANBPM complex	P62805
DECOY_5759	DECOY_PLXNA3-RANBPM complex	P15056
DECOY_5759	DECOY_PLXNA3-RANBPM complex	O15126
DECOY_5760	DECOY_PLXNA4-RANBPM complex	P15923
DECOY_5760	DECOY_PLXNA4-RANBPM complex	P51617
DECOY_5762	DECOY_CRMP-MICAL-PlexinA1 complex, induced by SEMA3A	Q9Y2V7
DECOY_5762	DECOY_CRMP-MICAL-PlexinA1 complex, induced by SEMA3A	O15379
DECOY_5762	DECOY_CRMP-MICAL-PlexinA1 complex, induced by SEMA3A	Q86XI2
DECOY_577	DECOY_FHL2-p53-HIPK2 complex	Q15047
DECOY_577	DECOY_FHL2-p53-HIPK2 complex	P03372
DECOY_577	DECOY_FHL2-p53-HIPK2 complex	P48039
DECOY_5770	DECOY_RUNX1-CBF-beta-DNA complex	P21675
DECOY_5770	DECOY_RUNX1-CBF-beta-DNA complex	P43694
DECOY_5772	DECOY_ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex	Q92878
DECOY_5772	DECOY_ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex	P43246
DECOY_5772	DECOY_ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex	O15392
DECOY_5772	DECOY_ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex	O43502
DECOY_5798	DECOY_Death induced signaling complex II (FADD, CASP8, CFLAR), cytosolic, CD95L induced	O60894
DECOY_5798	DECOY_Death induced signaling complex II (FADD, CASP8, CFLAR), cytosolic, CD95L induced	Q14566
DECOY_5798	DECOY_Death induced signaling complex II (FADD, CASP8, CFLAR), cytosolic, CD95L induced	P19838
DECOY_5799	DECOY_Death induced signaling complex DISC (FAS, FADD, CASP8, CFLAR), membrane-associated, CD95L induced	Q9UKF6
DECOY_5799	DECOY_Death induced signaling complex DISC (FAS, FADD, CASP8, CFLAR), membrane-associated, CD95L induced	P62877
DECOY_5799	DECOY_Death induced signaling complex DISC (FAS, FADD, CASP8, CFLAR), membrane-associated, CD95L induced	Q00534
DECOY_5799	DECOY_Death induced signaling complex DISC (FAS, FADD, CASP8, CFLAR), membrane-associated, CD95L induced	P35222
DECOY_58	DECOY_SMRT complex	Q16630
DECOY_58	DECOY_SMRT complex	Q9UKL0
DECOY_58	DECOY_SMRT complex	Q02297
DECOY_58	DECOY_SMRT complex	P35251
DECOY_58	DECOY_SMRT complex	P52597
DECOY_5800	DECOY_Death-inducing signaling complex DISC (type I cells associated), stimulated	Q16576
DECOY_5800	DECOY_Death-inducing signaling complex DISC (type I cells associated), stimulated	Q6STE5
DECOY_5800	DECOY_Death-inducing signaling complex DISC (type I cells associated), stimulated	O14744
DECOY_5805	DECOY_PGAM5-KEAP1-NRF2 complex	P08579
DECOY_5805	DECOY_PGAM5-KEAP1-NRF2 complex	Q8TEQ6
DECOY_5805	DECOY_PGAM5-KEAP1-NRF2 complex	P12830
DECOY_5809	DECOY_GABAA receptor 	Q13503
DECOY_5809	DECOY_GABAA receptor 	P04156
DECOY_5809	DECOY_GABAA receptor 	Q9NW38
DECOY_5816	DECOY_Apoptosome-procaspase 9 complex	O95817
DECOY_5816	DECOY_Apoptosome-procaspase 9 complex	O43502
DECOY_5816	DECOY_Apoptosome-procaspase 9 complex	Q92769
